inventory_id,master_row_type,url,source_role,purpose_jobs,active_source_keys,current_usability,why_not_currently_usable,last_fetch_state,http_status,resolved_url,fetch_explanation,safe_use,next_action,connection_status,parser_status,freshness_status,data_date,record_count,screener_integration,current_gate_state,evidence_source_url,status_as_of,master_canonical_url,master_placeholder_flag,master_evidence_note,source_file,source_csv_excel_row
75,CURRENT_INVENTORY,https://www.bseindia.com/markets/equity/EQReports/block_deals?utm_source=chatgpt.com,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|SPONSOR_PROOF,bse_block_deals,CONNECTED_FRESH_STRUCTURED,Fresh BSE block-deal structured rows were fetched and normalized by the 13-source scanner parser run on 2026-07-16.,bse_block_deals:RAW_ARCHIVED,bse_block_deals:200,https://api.bseindia.com/BseIndiaAPI/api/BulkDealData_ng/w?DealType=2,BSE block-deal endpoint returned 46 rows in the scanner parser verification run.,Use as dated named-client block-deal evidence; still requires price acceptance and other gates before READY.,MONITOR_FRESHNESS_SCHEMA_DRIFT_AND_SCOPE,CONNECTED_FRESH_STRUCTURED,bse_block_deals:STRUCTURED_OK,bse_block_deals:FRESH_FOR_DECLARED_CADENCE,bse_block_deals:2026-07-16,bse_block_deals:46,RESEARCH_CONTEXT_ONLY,NOT_A_GATE_DEPENDENCY,https://api.bseindia.com/BseIndiaAPI/api/BulkDealData_ng/w?DealType=2,2026-07-16,https://www.bseindia.com/markets/equity/EQReports/block_deals,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,76
76,CURRENT_INVENTORY,https://www.bseindia.com/markets/equity/EQReports/bulk_deals.aspx,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|SPONSOR_PROOF,bse_bulk_deals,CONNECTED_FRESH_STRUCTURED,"No connection blocker; normalized evidence remains limited by source cadence, scope and final gate confluence.",bse_bulk_deals:RAW_ARCHIVED,bse_bulk_deals:200,bse_bulk_deals:https://api.bseindia.com/BseIndiaAPI/api/BulkDealData_ng/w?DealType=1,"bse_bulk_deals: BSE bulk deals normalized with named client, buy/sell side, quantity, price and notional.",Use as named deal and price-anchor evidence; infer remaining supply only after later price acceptance.,MONITOR_FRESHNESS_SCHEMA_DRIFT_AND_SCOPE,CONNECTED_FRESH_STRUCTURED,bse_bulk_deals:STRUCTURED_OK,bse_bulk_deals:FRESH_FOR_DECLARED_CADENCE,bse_bulk_deals:2026-07-13,bse_bulk_deals:513,RESEARCH_CONTEXT_ONLY,NOT_A_GATE_DEPENDENCY,bse_bulk_deals:https://api.bseindia.com/BseIndiaAPI/api/BulkDealData_ng/w?DealType=1,2026-07-14,https://www.bseindia.com/markets/equity/EQReports/bulk_deals.aspx,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,77
77,CURRENT_INVENTORY,https://www.bseindia.com/markets/equity/EQReports/bulk_deals?utm_source=chatgpt.com,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|SPONSOR_PROOF,,METADATA_ONLY,Official/primary URL is inventoried but has not been converted into a verified artifact contract.,HTML_METADATA_ONLY,200,https://www.bseindia.com/markets/equity/EQReports/bulk_deals?utm_source=chatgpt.com,No verified row-level payload contract.,Official or primary landing/data source; URL presence alone cannot unlock READY.,Discover official API/file contract or retain as reference only.,METADATA_ONLY,NOT_LINKED,NOT_LINKED,,,NOT_CONNECTED,NOT_A_GATE_DEPENDENCY,https://www.bseindia.com/markets/equity/EQReports/bulk_deals?utm_source=chatgpt.com,2026-07-14,https://www.bseindia.com/markets/equity/EQReports/bulk_deals,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,78
78,CURRENT_INVENTORY,https://www.bseindia.com/markets/equity/EQReports/BulknBlockDeals.aspx?flag=2&utm_source=chatgpt.com,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|SPONSOR_PROOF,,METADATA_ONLY,Official/primary URL is inventoried but has not been converted into a verified artifact contract.,HTML_METADATA_ONLY,200,https://www.bseindia.com/markets/equity/EQReports/BulknBlockDeals.aspx?flag=2&utm_source=chatgpt.com,No verified row-level payload contract.,Official or primary landing/data source; URL presence alone cannot unlock READY.,Discover official API/file contract or retain as reference only.,METADATA_ONLY,NOT_LINKED,NOT_LINKED,,,NOT_CONNECTED,NOT_A_GATE_DEPENDENCY,https://www.bseindia.com/markets/equity/EQReports/BulknBlockDeals.aspx?flag=2&utm_source=chatgpt.com,2026-07-14,https://www.bseindia.com/markets/equity/EQReports/BulknBlockDeals.aspx?flag=2,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,79
79,CURRENT_INVENTORY,https://www.bseindia.com/markets/equity/EQReports/categorywise_turnover?utm_source=chatgpt.com,OFFICIAL_OR_PRIMARY,RESEARCH_CONTEXT,,METADATA_ONLY,Official/primary URL is inventoried but has not been converted into a verified artifact contract.,HTML_METADATA_ONLY,200,https://www.bseindia.com/markets/equity/EQReports/categorywise_turnover?utm_source=chatgpt.com,No verified row-level payload contract.,Official or primary landing/data source; URL presence alone cannot unlock READY.,Discover official API/file contract or retain as reference only.,METADATA_ONLY,NOT_LINKED,NOT_LINKED,,,NOT_CONNECTED,NOT_A_GATE_DEPENDENCY,https://www.bseindia.com/markets/equity/EQReports/categorywise_turnover?utm_source=chatgpt.com,2026-07-14,https://www.bseindia.com/markets/equity/EQReports/categorywise_turnover,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,80
80,CURRENT_INVENTORY,https://www.bseindia.com/markets/MarketInfo/BhavCopy.aspx,OFFICIAL_OR_PRIMARY,ELIGIBILITY_VETO|FLOW_CONFIRMATION|EXECUTION_RISK,bse_bhavcopy_eod,CONNECTED_FRESH_STRUCTURED,No connection blocker; the direct BSE UDiFF CSV contract is archived and parsed. The old legacy ZIP URL remains fallback-only.,bse_bhavcopy_eod:CHANGED,bse_bhavcopy_eod:200,https://www.bseindia.com/download/BhavCopy/Equity/BhavCopy_BSE_CM_0_0_0_20260715_F_0000.csv,"Parsed 4,857 BSE UDiFF cash rows for 2026-07-15 using dual current/legacy schema support.",Official or primary landing/data source; URL presence alone cannot unlock READY.,MONITOR_FRESHNESS_SCHEMA_DRIFT_AND_SCOPE,CONNECTED_FRESH_STRUCTURED,bse_bhavcopy_eod:STRUCTURED_OK,bse_bhavcopy_eod:FRESH,bse_bhavcopy_eod:2026-07-15,bse_bhavcopy_eod:4857,EOD_PRICE_VOLUME_BACKUP,bse_bhavcopy_eod:PASS_CONTEXT_ONLY,https://www.bseindia.com/download/BhavCopy/Equity/BhavCopy_BSE_CM_0_0_0_20260715_F_0000.csv,2026-07-15,https://www.bseindia.com/markets/MarketInfo/BhavCopy.aspx,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,81
81,CURRENT_INVENTORY,https://www.bseindia.com/markets/PublicIssues/FIS_BuybackTenderoffer.aspx,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|SPONSOR_PROOF,bse_buyback_tender,CONNECTED_METADATA_ONLY,Latest output is metadata-only and cannot unlock a trading gate.,bse_buyback_tender:CHANGED,bse_buyback_tender:200,bse_buyback_tender:https://api.bseindia.com/BseIndiaAPI/api/Mkt_Pubissues_FIS_BuybackTenderoffer_isd_ng/w?fromdt=&todt=&company=,bse_buyback_tender: BSE offer index parsed from json; linked XBRL terms remain required.,Official or primary landing/data source; URL presence alone cannot unlock READY.,IMPLEMENT_AND_TEST_ROW_LEVEL_DETAIL_PARSER,CONNECTED_METADATA_ONLY,bse_buyback_tender:PARSED_METADATA_ONLY,bse_buyback_tender:STALE,bse_buyback_tender:2026-07-07,bse_buyback_tender:76,GATE_DEPENDENCY,bse_buyback_tender:WAIT_STRUCTURED_PARSE,bse_buyback_tender:https://api.bseindia.com/BseIndiaAPI/api/Mkt_Pubissues_FIS_BuybackTenderoffer_isd_ng/w?fromdt=&todt=&company=,2026-07-14,https://www.bseindia.com/markets/PublicIssues/FIS_BuybackTenderoffer.aspx,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,82
82,CURRENT_INVENTORY,https://www.bseindia.com/markets/publicissues/fis_takeover,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|SPONSOR_PROOF,bse_takeover_open_offer,CONNECTED_METADATA_ONLY,Latest output is metadata-only and cannot unlock a trading gate.,bse_takeover_open_offer:CHANGED,bse_takeover_open_offer:200,bse_takeover_open_offer:https://api.bseindia.com/BseIndiaAPI/api/Mkt_Pubissues_FIS_Takeover_isd_ng/w?fromdt=&todt=&company=,bse_takeover_open_offer: BSE offer index parsed from json; linked XBRL terms remain required.,Official or primary landing/data source; URL presence alone cannot unlock READY.,IMPLEMENT_AND_TEST_ROW_LEVEL_DETAIL_PARSER,CONNECTED_METADATA_ONLY,bse_takeover_open_offer:PARSED_METADATA_ONLY,bse_takeover_open_offer:STALE,bse_takeover_open_offer:2026-07-08,bse_takeover_open_offer:157,GATE_DEPENDENCY,bse_takeover_open_offer:WAIT_STRUCTURED_PARSE,bse_takeover_open_offer:https://api.bseindia.com/BseIndiaAPI/api/Mkt_Pubissues_FIS_Takeover_isd_ng/w?fromdt=&todt=&company=,2026-07-14,https://www.bseindia.com/markets/publicissues/fis_takeover,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,83
83,CURRENT_INVENTORY,https://www.bseindia.com/corporates/corporates_act.html,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|SPONSOR_PROOF,,METADATA_ONLY,Official/primary URL is inventoried but has not been converted into a verified artifact contract.,HTML_METADATA_ONLY,200,https://www.bseindia.com/corporates/corporates_act.html,No verified row-level payload contract.,Official or primary landing/data source; URL presence alone cannot unlock READY.,Discover official API/file contract or retain as reference only.,METADATA_ONLY,NOT_LINKED,NOT_LINKED,,,NOT_CONNECTED,NOT_A_GATE_DEPENDENCY,https://www.bseindia.com/corporates/corporates_act.html,2026-07-14,https://www.bseindia.com/corporates/corporates_act.html,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,84
84,CURRENT_INVENTORY,https://www.bseindia.com/static/about/xbrl_info.aspx?utm_source=chatgpt.com,OFFICIAL_OR_PRIMARY,RESEARCH_CONTEXT,,METADATA_ONLY,Official/primary URL is inventoried but has not been converted into a verified artifact contract.,HTML_METADATA_ONLY,200,https://www.bseindia.com/static/about/xbrl_info.aspx?utm_source=chatgpt.com,No verified row-level payload contract.,Official or primary landing/data source; URL presence alone cannot unlock READY.,Discover official API/file contract or retain as reference only.,METADATA_ONLY,NOT_LINKED,NOT_LINKED,,,NOT_CONNECTED,NOT_A_GATE_DEPENDENCY,https://www.bseindia.com/static/about/xbrl_info.aspx?utm_source=chatgpt.com,2026-07-14,https://www.bseindia.com/static/about/xbrl_info.aspx,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,85
85,CURRENT_INVENTORY,http://www.cdslindia.com,OFFICIAL_OR_PRIMARY,RESEARCH_CONTEXT,,METADATA_ONLY,Official/primary URL is inventoried but has not been converted into a verified artifact contract.,HTML_METADATA_ONLY,200,http://www.cdslindia.com,No verified row-level payload contract.,Official or primary landing/data source; URL presence alone cannot unlock READY.,Discover official API/file contract or retain as reference only.,METADATA_ONLY,NOT_LINKED,NOT_LINKED,,,NOT_CONNECTED,NOT_A_GATE_DEPENDENCY,http://www.cdslindia.com,2026-07-14,http://www.cdslindia.com,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,86
86,CURRENT_INVENTORY,https://www.cdslindia.com,OFFICIAL_OR_PRIMARY,RESEARCH_CONTEXT,,METADATA_ONLY,Official/primary URL is inventoried but has not been converted into a verified artifact contract.,HTML_METADATA_ONLY,200,https://www.cdslindia.com,No verified row-level payload contract.,Official or primary landing/data source; URL presence alone cannot unlock READY.,Discover official API/file contract or retain as reference only.,METADATA_ONLY,NOT_LINKED,NOT_LINKED,,,NOT_CONNECTED,NOT_A_GATE_DEPENDENCY,https://www.cdslindia.com,2026-07-14,https://www.cdslindia.com,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,87
87,CURRENT_INVENTORY,https://www.cdslindia.com/Publications/ForeignPortInvestor.html?utm_source=chatgpt.com,OFFICIAL_OR_PRIMARY,RESEARCH_CONTEXT,,ARTIFACT_CAPTURED_SCHEMA_PENDING,Official/primary URL is inventoried but has not been converted into a verified artifact contract.,BINARY_ARTIFACT_CANDIDATE,200,https://www.cdslindia.com/downloads/Publications/Latest/latest_04042025.xls,Artifact fetched but no source-specific normalized schema is verified.,Official or primary landing/data source; URL presence alone cannot unlock READY.,"Add fixture, strict parser, data-date policy and row persistence.",ARTIFACT_CAPTURED_SCHEMA_PENDING,NOT_LINKED,NOT_LINKED,,,NOT_CONNECTED,NOT_A_GATE_DEPENDENCY,https://www.cdslindia.com/downloads/Publications/Latest/latest_04042025.xls,2026-07-14,https://www.cdslindia.com/Publications/ForeignPortInvestor.html,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,88
88,CURRENT_INVENTORY,https://www.cftc.gov/dea/newcot/f_disagg.txt,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|FLOW_CONFIRMATION,cftc_cot,CONNECTED_FRESH_STRUCTURED,No connection blocker; use remains limited by declared source scope and final gate confluence.,cftc_cot:NEW,cftc_cot:200,cftc_cot:https://www.cftc.gov/files/dea/history/fut_disagg_txt_2026.zip,cftc_cot: CFTC COT positions parsed from f_year.txt; weekly delayed commodity regime only.,Official or primary landing/data source; URL presence alone cannot unlock READY.,MONITOR_FRESHNESS_SCHEMA_DRIFT_AND_SCOPE,CONNECTED_FRESH_STRUCTURED,cftc_cot:STRUCTURED_OK,cftc_cot:FRESH,cftc_cot:2026-07-07,cftc_cot:10,GATE_DEPENDENCY,cftc_cot:PASS,cftc_cot:https://www.cftc.gov/files/dea/history/fut_disagg_txt_2026.zip,2026-07-14,https://www.cftc.gov/dea/newcot/f_disagg.txt,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,89
89,CURRENT_INVENTORY,https://www.cftc.gov/idc/groups/public/%40commitmentsoftraders/documents/file/disaggregatedcotexplanatorynot.pdf,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|FLOW_CONFIRMATION,,DOCUMENT_ONLY,Official/primary URL is inventoried but has not been converted into a verified artifact contract.,DOCUMENT_ONLY,200,https://www.cftc.gov/idc/groups/public/%40commitmentsoftraders/documents/file/disaggregatedcotexplanatorynot.pdf,"Document supplies rules/methodology, not row-level market observations.",Official or primary landing/data source; URL presence alone cannot unlock READY.,Store as methodology reference; do not use as signal data.,DOCUMENT_ONLY,NOT_LINKED,NOT_LINKED,,,NOT_CONNECTED,NOT_A_GATE_DEPENDENCY,https://www.cftc.gov/idc/groups/public/%40commitmentsoftraders/documents/file/disaggregatedcotexplanatorynot.pdf,2026-07-14,https://www.cftc.gov/idc/groups/public/%40commitmentsoftraders/documents/file/disaggregatedcotexplanatorynot.pdf,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,90
90,CURRENT_INVENTORY,https://www.cftc.gov/MarketReports/CommitmentsofTraders/AbouttheCOTReports/index.htm,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|FLOW_CONFIRMATION,,HTML_SCHEMA_PENDING,Official/primary URL is inventoried but has not been converted into a verified artifact contract.,HTML_STRUCTURED_CANDIDATE,200,https://www.cftc.gov/MarketReports/CommitmentsofTraders/AbouttheCOTReports/index.htm,HTML contains structured rows but semantics/date schema are not verified.,Official or primary landing/data source; URL presence alone cannot unlock READY.,Implement source-specific deterministic HTML/embedded-JSON parser.,HTML_SCHEMA_PENDING,NOT_LINKED,NOT_LINKED,,,NOT_CONNECTED,NOT_A_GATE_DEPENDENCY,https://www.cftc.gov/MarketReports/CommitmentsofTraders/AbouttheCOTReports/index.htm,2026-07-14,https://www.cftc.gov/MarketReports/CommitmentsofTraders/AbouttheCOTReports/index.htm,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,91
91,CURRENT_INVENTORY,https://www.cftc.gov/MarketReports/CommitmentsofTraders/HistoricalCompressed/index.htm,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|FLOW_CONFIRMATION,cftc_cot,DUPLICATE_NO_NEW_CONTRACT,The required data is already connected through a more precise official artifact URL; this URL adds no independent evidence.,cftc_cot:COVERED_BY_ACTIVE_CONTRACT,cftc_cot:200,cftc_cot:https://www.cftc.gov/files/dea/history/fut_disagg_txt_2026.zip,cftc_cot: This landing page is covered by the active official CFTC direct-file resolver and structured COT parser.,Discovery or navigation only; use the active structured contract for calculations and lineage.,DO_NOT_DUPLICATE_ACTIVE_SOURCE_CONTRACT,DUPLICATE_NO_NEW_CONTRACT,cftc_cot:STRUCTURED_OK_VIA_PRIMARY_URL,cftc_cot:FRESH,cftc_cot:2026-07-07,cftc_cot:10,DUPLICATE_OF_ACTIVE_SOURCE,NO_INDEPENDENT_GATE_VOTE,cftc_cot:https://www.cftc.gov/files/dea/history/fut_disagg_txt_2026.zip,2026-07-14,https://www.cftc.gov/MarketReports/CommitmentsofTraders/HistoricalCompressed/index.htm,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,92
92,CURRENT_INVENTORY,https://www.cftc.gov/MarketReports/CommitmentsofTraders/index.htm,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|FLOW_CONFIRMATION,cftc_cot,CONNECTED_FRESH_STRUCTURED,No connection blocker; use remains limited by declared source scope and final gate confluence.,cftc_cot:NEW,cftc_cot:200,cftc_cot:https://www.cftc.gov/files/dea/history/fut_disagg_txt_2026.zip,cftc_cot: CFTC COT positions parsed from f_year.txt; weekly delayed commodity regime only.,Official or primary landing/data source; URL presence alone cannot unlock READY.,MONITOR_FRESHNESS_SCHEMA_DRIFT_AND_SCOPE,CONNECTED_FRESH_STRUCTURED,cftc_cot:STRUCTURED_OK,cftc_cot:FRESH,cftc_cot:2026-07-07,cftc_cot:10,GATE_DEPENDENCY,cftc_cot:PASS,cftc_cot:https://www.cftc.gov/files/dea/history/fut_disagg_txt_2026.zip,2026-07-14,https://www.cftc.gov/MarketReports/CommitmentsofTraders/index.htm,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,93
93,CURRENT_INVENTORY,https://www.cftc.gov/MarketReports/CommitmentsofTraders/ReleaseSchedule/index.htm,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|FLOW_CONFIRMATION,,HTML_SCHEMA_PENDING,Official/primary URL is inventoried but has not been converted into a verified artifact contract.,HTML_STRUCTURED_CANDIDATE,200,https://www.cftc.gov/MarketReports/CommitmentsofTraders/ReleaseSchedule/index.htm,HTML contains structured rows but semantics/date schema are not verified.,Official or primary landing/data source; URL presence alone cannot unlock READY.,Implement source-specific deterministic HTML/embedded-JSON parser.,HTML_SCHEMA_PENDING,NOT_LINKED,NOT_LINKED,,,NOT_CONNECTED,NOT_A_GATE_DEPENDENCY,https://www.cftc.gov/MarketReports/CommitmentsofTraders/ReleaseSchedule/index.htm,2026-07-14,https://www.cftc.gov/MarketReports/CommitmentsofTraders/ReleaseSchedule/index.htm,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,94
94,CURRENT_INVENTORY,https://www.eia.gov/naturalgas/data.php,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|FLOW_CONFIRMATION,,ARTIFACT_CAPTURED_SCHEMA_PENDING,Official/primary URL is inventoried but has not been converted into a verified artifact contract.,BINARY_ARTIFACT_CANDIDATE,200,https://www.eia.gov/outlooks/steo/xls/Fig43.xlsx,Artifact fetched but no source-specific normalized schema is verified.,Official or primary landing/data source; URL presence alone cannot unlock READY.,"Add fixture, strict parser, data-date policy and row persistence.",ARTIFACT_CAPTURED_SCHEMA_PENDING,NOT_LINKED,NOT_LINKED,,,NOT_CONNECTED,NOT_A_GATE_DEPENDENCY,https://www.eia.gov/outlooks/steo/xls/Fig43.xlsx,2026-07-14,https://www.eia.gov/naturalgas/data.php,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,95
95,CURRENT_INVENTORY,https://www.eia.gov/naturalgas/storage/,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|FLOW_CONFIRMATION,,METADATA_ONLY,Official/primary URL is inventoried but has not been converted into a verified artifact contract.,HTML_METADATA_ONLY,200,https://www.eia.gov/naturalgas/storage/,No verified row-level payload contract.,Official or primary landing/data source; URL presence alone cannot unlock READY.,Discover official API/file contract or retain as reference only.,METADATA_ONLY,NOT_LINKED,NOT_LINKED,,,NOT_CONNECTED,NOT_A_GATE_DEPENDENCY,https://www.eia.gov/naturalgas/storage/,2026-07-14,https://www.eia.gov/naturalgas/storage,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,96
96,CURRENT_INVENTORY,https://www.eia.gov/petroleum/data.php,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|FLOW_CONFIRMATION,eia_weekly_petroleum_stocks,DUPLICATE_NO_NEW_CONTRACT,The required data is already connected through a more precise official artifact URL; this URL adds no independent evidence.,eia_weekly_petroleum_stocks:COVERED_BY_ACTIVE_CONTRACT,eia_weekly_petroleum_stocks:200,eia_weekly_petroleum_stocks:https://ir.eia.gov/wpsr/table1.csv,eia_weekly_petroleum_stocks: This presentation page is covered by the active official EIA table1.csv resolver and structured weekly petroleum parser.,Discovery or navigation only; use the active structured contract for calculations and lineage.,DO_NOT_DUPLICATE_ACTIVE_SOURCE_CONTRACT,DUPLICATE_NO_NEW_CONTRACT,eia_weekly_petroleum_stocks:STRUCTURED_OK_VIA_PRIMARY_URL,eia_weekly_petroleum_stocks:FRESH,eia_weekly_petroleum_stocks:2026-07-03,eia_weekly_petroleum_stocks:19,DUPLICATE_OF_ACTIVE_SOURCE,NO_INDEPENDENT_GATE_VOTE,eia_weekly_petroleum_stocks:https://ir.eia.gov/wpsr/table1.csv,2026-07-14,https://www.eia.gov/petroleum/data.php,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,97
97,CURRENT_INVENTORY,https://www.eia.gov/petroleum/supply/weekly/index.php,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|FLOW_CONFIRMATION,eia_weekly_petroleum_stocks,CONNECTED_FRESH_STRUCTURED,No connection blocker; use remains limited by declared source scope and final gate confluence.,eia_weekly_petroleum_stocks:UNCHANGED,eia_weekly_petroleum_stocks:200,eia_weekly_petroleum_stocks:https://ir.eia.gov/wpsr/table1.csv,eia_weekly_petroleum_stocks: Parsed 19 EIA weekly petroleum stock metrics.,Official weekly petroleum rows parsed; delayed MCX crude context only.,MONITOR_FRESHNESS_SCHEMA_DRIFT_AND_SCOPE,CONNECTED_FRESH_STRUCTURED,eia_weekly_petroleum_stocks:STRUCTURED_OK,eia_weekly_petroleum_stocks:FRESH,eia_weekly_petroleum_stocks:2026-07-03,eia_weekly_petroleum_stocks:19,RESEARCH_CONTEXT_ONLY,NOT_A_GATE_DEPENDENCY,eia_weekly_petroleum_stocks:https://ir.eia.gov/wpsr/table1.csv,2026-07-14,https://www.eia.gov/petroleum/supply/weekly/index.php,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,98
98,CURRENT_INVENTORY,https://www.eia.gov/petroleum/supply/weekly/schedule.php,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|FLOW_CONFIRMATION,,HTML_SCHEMA_PENDING,Official/primary URL is inventoried but has not been converted into a verified artifact contract.,HTML_STRUCTURED_CANDIDATE,200,https://www.eia.gov/petroleum/supply/weekly/schedule.php,HTML contains structured rows but semantics/date schema are not verified.,Official or primary landing/data source; URL presence alone cannot unlock READY.,Implement source-specific deterministic HTML/embedded-JSON parser.,HTML_SCHEMA_PENDING,NOT_LINKED,NOT_LINKED,,,NOT_CONNECTED,NOT_A_GATE_DEPENDENCY,https://www.eia.gov/petroleum/supply/weekly/schedule.php,2026-07-14,https://www.eia.gov/petroleum/supply/weekly/schedule.php,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,99
99,CURRENT_INVENTORY,http://www.fpi.nsdl.co.in,OFFICIAL_OR_PRIMARY,RESEARCH_CONTEXT,nsdl_fpi_daily,DUPLICATE_NO_NEW_CONTRACT,The required data is already connected through a more precise official artifact URL; this URL adds no independent evidence.,nsdl_fpi_daily:COVERED_BY_ACTIVE_CONTRACT,nsdl_fpi_daily:200,nsdl_fpi_daily:https://fpi.nsdl.co.in/web/Reports/Latest.aspx,nsdl_fpi_daily: This root URL adds no contract beyond the active NSDL Latest.aspx structured parser.,Discovery or navigation only; use the active structured contract for calculations and lineage.,DO_NOT_DUPLICATE_ACTIVE_SOURCE_CONTRACT,DUPLICATE_NO_NEW_CONTRACT,nsdl_fpi_daily:STRUCTURED_OK_VIA_PRIMARY_URL,nsdl_fpi_daily:FRESH,nsdl_fpi_daily:2026-07-13,nsdl_fpi_daily:34,DUPLICATE_OF_ACTIVE_SOURCE,NO_INDEPENDENT_GATE_VOTE,nsdl_fpi_daily:https://fpi.nsdl.co.in/web/Reports/Latest.aspx,2026-07-14,http://www.fpi.nsdl.co.in,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,100
100,CURRENT_INVENTORY,https://www.fpi.nsdl.co.in/web/Reports/ReportsListing.aspx?utm_source=chatgpt.com,OFFICIAL_OR_PRIMARY,RESEARCH_CONTEXT,,METADATA_ONLY,Official/primary URL is inventoried but has not been converted into a verified artifact contract.,HTML_METADATA_ONLY,200,https://www.fpi.nsdl.co.in/web/Reports/ReportsListing.aspx?utm_source=chatgpt.com,No verified row-level payload contract.,Official or primary landing/data source; URL presence alone cannot unlock READY.,Discover official API/file contract or retain as reference only.,METADATA_ONLY,NOT_LINKED,NOT_LINKED,,,NOT_CONNECTED,NOT_A_GATE_DEPENDENCY,https://www.fpi.nsdl.co.in/web/Reports/ReportsListing.aspx?utm_source=chatgpt.com,2026-07-14,https://www.fpi.nsdl.co.in/web/Reports/ReportsListing.aspx,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,101
